1.5008,44.3800,92.0200
1.3668,51.5400,93.2100
1.2758,54.5400,93.9800
1.1921,58.9300,95.0100
1.2092,59.2700,94.3900
1.1505,59.8600,95.4500
1.1000,63.5600,95.3700
1.1958,60.6300,94.5900
1.0795,63.4800,95.4200
1.0725,64.2800,96.4100
1.0382,65.2400,96.0100
1.1514,62.1400,94.6900
1.0242,66.9300,95.8400
1.1049,63.3000,95.4000
1.1188,64.6000,95.5700
1.0821,64.4400,95.9700
1.0608,64.8900,95.6500
1.1455,64.4400,95.9600
1.0552,65.8100,96.0900
1.0828,65.3900,96.0300
1.1287,64.3600,95.2800
1.1034,63.8900,95.5800
1.0525,66.0600,96.0800
1.0981,64.9500,95.9100
1.1756,65.2800,95.7200
1.0419,65.7500,95.8800
1.1029,64.7500,96.1300
1.0830,65.8300,95.6500
1.1059,63.4000,95.7800
1.0926,64.8500,95.8200
1.1702,62.7700,95.6600
1.1662,64.2700,95.4100
1.0962,66.4100,96.2400
1.0851,66.5700,96.0700
1.2098,64.1100,95.3800
1.1645,64.6000,95.8500
1.1885,63.9900,95.9100
1.1740,65.6200,95.9100
1.1874,63.4700,95.9400
1.0588,67.3100,96.5100
1.1749,64.9200,96.0500
1.1109,65.7100,96.2900
1.1168,64.9200,95.8700
1.0882,64.5100,95.6700
1.1674,65.0400,95.8700
1.1184,65.5500,96.0800
1.1346,64.6700,95.3900
1.2083,65.6100,95.7800
1.0833,65.7500,96.0300
1.1144,65.3600,95.6900
1.1002,65.9300,96.1200
1.1804,64.9900,95.8500
1.1487,65.3200,95.6600
1.1301,65.6300,96.1600
1.1364,65.3300,95.3600
1.1557,64.5300,95.9600
1.0950,65.5800,95.5600
1.2457,64.4100,95.5000
1.2142,64.2700,95.5300
1.0712,66.4200,96.4000
1.2094,65.7000,95.8200
1.1111,65.7000,95.4600
1.1631,64.3300,95.2800
1.1363,65.9100,95.6700
1.1167,64.7500,95.5700
1.1295,65.8200,95.7600
1.1321,65.3800,96.0000
1.1682,65.1600,95.5500
1.2447,63.7400,95.8700
1.1716,64.7100,95.8100
1.1242,65.2100,95.6500
1.1010,65.8200,95.9200
1.0861,66.3800,96.2000
1.1552,65.4600,96.0300
1.1805,63.7400,95.2900
1.1891,66.2300,95.6000
1.1281,64.8500,95.7700
1.1847,65.4600,96.0900
1.2245,65.1300,95.7800
1.2060,64.3800,95.5000
1.1722,65.5200,96.1700
1.0993,65.6500,95.8000
1.1122,65.9600,95.9900
1.1601,65.3100,95.9900
1.1466,65.4500,95.7100
1.1548,64.1800,96.0700
1.1172,65.4100,96.2100
1.0626,66.7800,95.9300
1.1898,63.6800,95.2300
1.1082,65.7000,96.1500
1.1563,65.9600,95.5400
1.1755,64.9800,95.9200
1.1954,65.4500,95.9900
1.1921,66.0600,95.0700
1.1396,66.1400,95.9200
1.0863,65.2400,95.6200
1.1628,65.3400,95.6400
1.1527,66.6800,96.1400
1.1366,65.9200,95.9900
1.1444,66.7900,95.5700
1.2401,65.2000,95.8700
1.1430,66.1400,96.0300
1.1894,64.6300,95.5100
1.1356,65.1500,95.7700
1.1634,66.6800,96.3800
1.0790,66.7800,96.0700
1.1719,65.0900,95.2200
1.1488,66.6000,96.0600
1.1376,64.7900,95.3300
1.1098,66.8800,96.1900
1.1172,65.9400,95.8600
1.1835,66.0300,95.9500
1.1438,66.1400,96.0600
1.1344,66.6500,96.0500
1.1734,65.7200,95.6400
1.1978,64.8700,95.6600
1.1980,66.5900,95.8500
1.1223,65.7900,96.1700
1.2408,65.0100,95.7200
1.1958,66.8300,96.2100
1.1190,66.4100,96.1300
1.1986,65.0600,95.5400
1.1906,65.9200,96.2000
1.1759,64.7300,95.7000
1.1727,66.8700,95.9500
1.1006,66.2200,95.6400
1.1552,64.3900,96.2000
1.2133,65.4900,95.7800
1.1394,65.7000,95.6700
1.1359,66.2800,96.1500
1.1797,66.4600,95.8800
1.1008,66.1400,95.7200
1.2344,64.0700,95.5100
1.1729,66.3700,95.6200
1.1613,66.1900,95.3700
1.1667,65.9100,96.1100
1.2090,64.6100,95.7400
1.1503,66.2400,96.2300
1.1385,66.4900,95.7800
1.0789,66.3200,95.8900
1.2677,64.0900,95.5400
1.1385,65.7100,95.8200
1.2500,64.5900,95.5400
1.1481,66.0300,95.8000
1.1577,65.7000,95.3000
1.1758,66.2200,95.5000
1.2277,66.5500,95.1300
1.2035,67.1400,95.9300
1.1200,65.0600,95.6700
1.1349,65.3200,95.7300
1.1267,65.6800,95.7600
1.1193,65.6000,95.4000
1.2007,65.8200,95.6400
1.1186,66.0500,95.6900
1.1748,64.4500,95.8000
1.2033,65.8300,95.6100
1.2468,64.5400,95.3600
1.1557,65.5000,95.3100
1.1863,65.8800,95.2200
1.1894,66.0300,95.7500
1.1089,65.8600,96.0300
1.1714,64.9900,95.8700
1.1218,65.9000,96.2000
1.1379,66.8700,95.9800
