2.1365,15.3180,66.8240
1.8234,28.4840,85.9700
1.5463,43.0120,90.7240
1.4198,49.7240,91.9620
1.3109,54.7540,93.4080
1.2661,56.8340,93.5100
1.1885,59.5660,94.2780
1.1423,61.9120,94.6760
1.1125,63.1260,94.6280
1.0719,64.3860,95.1800
1.0446,65.8500,95.4600
1.0132,66.6740,95.5460
0.9890,67.5380,95.8080
0.9797,67.7500,95.7400
0.9473,68.9180,96.0280
0.9399,69.5020,96.1640
0.9300,69.4340,96.1600
0.9133,70.3200,96.4440
0.9011,70.6560,96.4000
0.8808,71.3340,96.6040
0.8642,71.8120,96.7360
0.8690,71.5920,96.6300
0.8637,71.8080,96.5420
0.8633,71.8880,96.7400
0.8404,72.9760,96.7960
0.8450,72.6980,96.7700
0.8419,72.7680,96.8340
0.8237,73.4080,97.0580
0.8242,73.3700,96.8780
0.8048,74.0760,97.1120
0.8058,74.0060,97.0540
0.8123,73.7960,97.0400
0.8076,74.2760,97.1080
0.7948,74.5320,97.2400
0.7860,74.7900,97.1880
0.7883,74.6180,97.2160
0.7849,74.7820,97.2100
0.7682,75.1620,97.2420
0.7721,75.2000,97.2000
0.7734,75.0020,97.3580
0.7698,75.2500,97.3580
0.7612,75.5460,97.3580
0.7586,75.8260,97.4280
0.7695,75.3000,97.2640
0.7419,76.4160,97.4420
0.7457,75.9220,97.4500
0.7515,75.8700,97.4660
0.7674,75.1840,97.3380
0.7537,76.0380,97.3500
0.7390,76.1480,97.5720
0.7529,75.8220,97.3860
0.7381,76.2560,97.4020
0.7251,76.7500,97.6520
0.7375,76.2720,97.4740
0.7254,76.8060,97.5860
0.7426,76.3460,97.3060
0.7227,76.8980,97.5780
0.7258,76.6480,97.6000
0.7332,76.6800,97.5300
0.7353,76.5980,97.5160
0.7143,77.3380,97.7040
0.7253,76.8580,97.5880
0.7334,76.8700,97.5620
0.7216,76.9800,97.6120
0.7235,77.1500,97.7380
0.7145,77.2460,97.6080
0.7126,77.3300,97.6220
0.7175,77.2380,97.7040
0.7022,77.6280,97.6140
0.7057,77.3760,97.7720
0.7233,76.7900,97.6240
0.7011,77.5600,97.7420
0.6949,77.8360,97.7060
0.7112,77.7180,97.6540
0.7011,77.6060,97.7260
0.7019,77.7000,97.6680
0.7158,77.2620,97.7020
0.7003,77.9140,97.6520
0.7132,77.3100,97.5520
0.6936,77.9920,97.6840
0.7133,77.3740,97.6620
0.3459,89.0520,99.2020
0.2104,93.5640,99.6040
0.1387,95.8140,99.7540
0.0944,97.3080,99.8300
0.0643,98.1760,99.8900
0.0457,98.7420,99.9080
0.0325,99.2060,99.9300
0.0243,99.4200,99.9480
0.0207,99.5060,99.9560
0.0232,99.4020,99.9620
0.0192,99.5080,99.9780
0.0360,98.9720,99.9840
0.0313,99.1520,99.9840
0.0264,99.2620,99.9900
0.0269,99.2620,99.9960
0.0278,99.1880,99.9960
0.0203,99.4400,99.9980
0.0203,99.4200,99.9960
0.0299,99.1160,99.9960
0.0253,99.2620,99.9960
0.0184,99.5400,100.0000
0.0136,99.6420,99.9980
0.0194,99.4440,99.9980
0.0212,99.4080,100.0000
0.0203,99.4460,100.0000
0.0182,99.5040,99.9980
0.0207,99.4120,99.9980
0.0181,99.5440,100.0000
0.0204,99.4040,100.0000
0.0166,99.5820,99.9980
0.0213,99.4340,100.0000
0.0225,99.3840,100.0000
0.0364,98.9540,99.9980
0.0344,99.0080,99.9980
0.0276,99.2140,99.9940
0.0272,99.2580,99.9980
0.0227,99.3700,100.0000
0.0360,98.8660,99.9980
0.0333,99.0080,99.9960
0.0420,98.7220,99.9980
0.0395,98.8280,99.9980
0.0117,99.7580,100.0000
0.0048,99.9760,100.0000
0.0037,99.9920,100.0000
0.0033,99.9920,100.0000
0.0030,99.9960,100.0000
0.0028,99.9980,100.0000
0.0026,99.9980,100.0000
0.0025,99.9980,100.0000
0.0023,100.0000,100.0000
0.0022,100.0000,100.0000
0.0023,99.9980,100.0000
0.0022,99.9980,100.0000
0.0022,100.0000,100.0000
0.0022,100.0000,100.0000
0.0021,100.0000,100.0000
0.0021,100.0000,100.0000
0.0020,100.0000,100.0000
0.0020,100.0000,100.0000
0.0021,100.0000,100.0000
0.0020,100.0000,100.0000
0.0020,100.0000,100.0000
0.0021,100.0000,100.0000
0.0020,100.0000,100.0000
0.0021,99.9960,100.0000
0.0021,100.0000,100.0000
0.0021,100.0000,100.0000
0.0020,100.0000,100.0000
0.0021,99.9960,100.0000
0.0021,100.0000,100.0000
0.0021,100.0000,100.0000
0.0021,100.0000,100.0000
0.0021,100.0000,100.0000
0.0020,100.0000,100.0000
0.0021,100.0000,100.0000
0.0021,100.0000,100.0000
0.0022,100.0000,100.0000
0.0021,100.0000,100.0000
0.0022,99.9980,100.0000
0.0022,99.9980,100.0000
0.0022,100.0000,100.0000
0.0022,100.0000,100.0000
0.0022,100.0000,100.0000
