1.7256,35.0900,86.3100
1.4466,47.6600,92.0100
1.3989,49.4000,92.9900
1.3021,54.0700,94.0200
1.2731,55.0900,94.0100
1.2963,54.2600,94.0200
1.2055,57.2400,94.8800
1.2028,58.2100,94.9100
1.1909,58.1700,94.7500
1.1672,60.1300,94.8200
1.1275,61.3000,95.5000
1.1293,62.3700,95.2500
1.1265,61.6800,95.5000
1.1325,60.5500,95.7600
1.1634,60.5000,95.4200
1.0682,63.2400,95.6700
1.1361,61.7400,95.2000
1.1371,61.1300,95.6300
1.1198,61.5200,95.5300
1.0765,63.0500,95.8700
1.0845,63.1300,95.7500
1.0998,62.2900,95.9000
1.0605,63.2700,96.2900
1.0538,63.3200,96.0200
1.0386,64.2600,96.1500
1.0490,63.9100,95.9700
1.0572,63.8500,95.9800
1.0845,63.3500,96.1800
1.0659,61.2900,95.9700
1.0536,63.7000,96.0100
1.0699,64.3900,95.6400
1.1011,61.8400,95.9600
1.0943,62.3300,95.9700
1.0451,64.5400,95.8300
0.9974,65.1900,96.1900
1.0291,64.1400,96.2100
1.1650,59.4800,94.8200
1.0455,64.7900,95.9100
1.0678,63.3300,95.7200
1.0044,65.8000,96.2500
1.0352,64.7500,96.1500
1.0549,64.4000,96.1600
1.0202,65.3100,96.3500
1.0411,64.1400,96.1300
1.0213,64.7100,95.9900
1.1334,61.6700,95.0900
1.0253,65.0900,96.2100
1.0084,65.7000,96.1500
1.0371,64.5500,95.9700
1.0696,63.5000,96.0100
1.0664,63.8200,96.2900
1.0907,62.2900,96.0600
1.0058,65.2400,96.3400
0.9961,65.4800,96.4100
1.0429,64.2200,95.9600
1.0136,65.6800,96.0600
1.0006,65.5400,96.1900
1.0353,64.2900,95.9900
1.0463,63.9700,95.9000
1.0554,63.2700,95.4100
1.0280,64.1800,96.1400
1.0114,64.9200,96.5000
1.0639,62.8000,95.8100
1.0251,64.7900,96.3200
1.0476,63.8800,96.2600
1.0041,65.5400,96.2600
1.0028,65.6700,96.3400
1.0722,63.4100,95.2800
1.0695,63.5400,96.4000
1.0243,65.2500,96.1300
1.0390,64.5300,96.3200
1.1095,61.2800,95.7200
1.0643,63.0800,95.8700
1.1242,61.3400,95.9500
1.0688,63.7500,96.2500
1.0681,63.6900,95.9100
1.0244,64.8000,96.0700
0.9922,66.0200,96.7000
1.0375,65.3500,95.9900
1.0234,65.0900,96.0300
0.9799,66.3700,96.7500
1.0357,64.7000,95.6500
1.0380,64.5600,95.9600
0.9783,66.4300,96.5500
1.0181,65.1100,96.3000
1.0641,62.8300,96.3600
0.9966,65.4700,96.3300
1.0327,64.2800,95.9600
1.0209,64.6900,96.0600
1.0448,64.3200,95.2900
0.9929,65.8900,96.4500
1.0066,65.2600,96.4000
0.9763,67.1400,96.6200
1.0450,64.0700,95.9700
1.0285,64.6400,95.8700
1.0528,62.2200,96.4100
1.0304,63.8400,96.2600
1.0735,63.4100,95.9100
0.9923,66.1500,96.0900
1.0394,64.0700,96.4100
1.0303,64.6000,96.1200
1.0484,63.5000,96.1400
1.0031,64.6400,96.5500
1.0256,64.4900,96.2800
1.0289,64.9600,96.2900
0.9746,66.4800,96.4800
1.0287,64.1500,96.4500
1.0124,65.0800,96.3500
1.0403,65.0100,95.6100
0.9659,66.8500,96.6100
0.9998,65.7700,96.1800
1.0299,64.9400,96.1100
1.0246,64.7900,96.0600
1.0606,63.5600,95.8300
0.9942,65.8700,96.4600
1.0221,64.6500,95.8500
0.9593,67.3300,96.5500
0.9907,66.0000,96.5500
0.9631,66.3000,96.9000
0.9772,67.0700,96.5800
0.9825,66.1500,96.4400
1.0162,65.1100,96.2100
0.9792,65.9000,96.4200
0.9987,66.3800,96.3600
1.0430,64.5000,96.2500
0.9708,66.9900,96.1300
1.0102,65.6700,96.0400
1.0245,65.1600,96.1300
0.9925,65.9700,96.0900
1.0556,63.5900,96.1100
1.0382,64.3800,95.9400
0.9938,65.8100,96.4500
1.0333,64.7300,95.8900
0.9966,65.5900,96.3900
0.9785,67.1700,96.4900
0.9969,65.8600,96.0200
1.0526,63.8100,95.6000
1.0541,63.9000,96.0000
1.0711,62.1400,95.9100
1.0006,65.6700,96.3400
1.0410,64.4800,95.9200
0.9854,66.0000,96.6500
1.0448,64.2600,96.0500
0.9682,66.8300,96.4400
1.0463,64.2700,95.8600
1.0184,64.9100,96.0300
0.9930,66.2400,96.4300
0.9580,66.7200,96.7900
1.0502,63.1400,96.2600
1.0387,64.5000,95.6100
1.0097,64.9500,96.1600
1.0157,65.1200,96.2700
1.0012,66.2900,96.1600
1.0342,64.2400,96.2900
1.0236,64.6900,96.2000
1.0033,65.7600,96.3300
1.0211,65.2400,95.9200
1.0601,64.1800,95.7600
1.0587,63.6300,95.9600
1.0191,64.7800,96.2900
1.0236,65.1100,95.6500
1.0362,64.6400,95.9400
1.0366,64.8800,96.4200
1.1036,63.4600,95.4900
